date,state,district,pincode,age_5_17_count,age_17_plus_count,state_clean,state_final,total_updates,day,month,year,district_clean
2025-09-01,gujarat,banas kantha,385575,0,1,gujarat,gujarat,1,1,9,2025,banas kantha
2025-09-01,gujarat,banaskantha,385010,1,6,gujarat,gujarat,7,1,9,2025,banaskantha
2025-09-01,gujarat,banaskantha,385210,0,19,gujarat,gujarat,19,1,9,2025,banaskantha
2025-09-01,gujarat,banaskantha,385320,12,55,gujarat,gujarat,67,1,9,2025,banaskantha
2025-09-01,gujarat,banaskantha,385515,0,9,gujarat,gujarat,9,1,9,2025,banaskantha
2025-09-01,gujarat,banaskantha,385540,2,18,gujarat,gujarat,20,1,9,2025,banaskantha
2025-09-01,gujarat,banaskantha,385550,1,33,gujarat,gujarat,34,1,9,2025,banaskantha
2025-09-01,gujarat,banaskantha,385560,1,14,gujarat,gujarat,15,1,9,2025,banaskantha
2025-09-01,gujarat,bharuch,392035,0,3,gujarat,gujarat,3,1,9,2025,bharuch
2025-09-01,gujarat,bharuch,392110,2,15,gujarat,gujarat,17,1,9,2025,bharuch
2025-09-01,gujarat,bharuch,392180,0,5,gujarat,gujarat,5,1,9,2025,bharuch
2025-09-01,gujarat,bharuch,392230,0,1,gujarat,gujarat,1,1,9,2025,bharuch
2025-09-01,gujarat,bharuch,393125,0,1,gujarat,gujarat,1,1,9,2025,bharuch
2025-09-01,gujarat,bharuch,394115,0,5,gujarat,gujarat,5,1,9,2025,bharuch
2025-09-01,gujarat,bharuch,394120,0,1,gujarat,gujarat,1,1,9,2025,bharuch
2025-09-01,gujarat,bhavnagar,364001,1,75,gujarat,gujarat,76,1,9,2025,bhavnagar
2025-09-01,gujarat,bhavnagar,364005,0,6,gujarat,gujarat,6,1,9,2025,bhavnagar
2025-09-01,gujarat,bhavnagar,364110,2,10,gujarat,gujarat,12,1,9,2025,bhavnagar
2025-09-01,gujarat,bhavnagar,364295,0,18,gujarat,gujarat,18,1,9,2025,bhavnagar
2025-09-01,gujarat,bhavnagar,364710,5,21,gujarat,gujarat,26,1,9,2025,bhavnagar
2025-09-01,gujarat,bhavnagar,364730,1,3,gujarat,gujarat,4,1,9,2025,bhavnagar
2025-09-01,gujarat,botad,364750,0,8,gujarat,gujarat,8,1,9,2025,botad
2025-09-01,gujarat,botad,382450,0,7,gujarat,gujarat,7,1,9,2025,botad
2025-09-01,gujarat,chhotaudepur,391165,5,18,gujarat,gujarat,23,1,9,2025,chhotaudepur
2025-09-01,gujarat,dahod,389146,1,10,gujarat,gujarat,11,1,9,2025,dahod
2025-09-01,gujarat,dahod,389155,4,31,gujarat,gujarat,35,1,9,2025,dahod
2025-09-01,gujarat,dahod,389175,4,38,gujarat,gujarat,42,1,9,2025,dahod
2025-09-01,gujarat,devbhumi dwarka,361306,1,2,gujarat,gujarat,3,1,9,2025,devbhumi dwarka
2025-09-01,gujarat,devbhumi dwarka,361310,0,6,gujarat,gujarat,6,1,9,2025,devbhumi dwarka
2025-09-01,gujarat,devbhumi dwarka,361345,1,3,gujarat,gujarat,4,1,9,2025,devbhumi dwarka
2025-09-01,gujarat,devbhumi dwarka,361347,0,2,gujarat,gujarat,2,1,9,2025,devbhumi dwarka
2025-09-01,gujarat,devbhumi dwarka,361350,1,5,gujarat,gujarat,6,1,9,2025,devbhumi dwarka
2025-09-01,gujarat,dohad,389151,2,29,gujarat,gujarat,31,1,9,2025,dohad
2025-09-01,gujarat,dohad,389152,0,6,gujarat,gujarat,6,1,9,2025,dohad
2025-09-01,gujarat,dohad,389170,0,3,gujarat,gujarat,3,1,9,2025,dohad
2025-09-01,gujarat,dohad,389380,0,1,gujarat,gujarat,1,1,9,2025,dohad
2025-09-01,gujarat,gandhinagar,382006,1,8,gujarat,gujarat,9,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382016,2,15,gujarat,gujarat,17,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382024,2,4,gujarat,gujarat,6,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382030,0,5,gujarat,gujarat,5,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382115,0,4,gujarat,gujarat,4,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382320,0,12,gujarat,gujarat,12,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382321,2,3,gujarat,gujarat,5,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382350,0,1,gujarat,gujarat,1,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382421,9,45,gujarat,gujarat,54,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382445,0,1,gujarat,gujarat,1,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382610,0,8,gujarat,gujarat,8,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382630,0,3,gujarat,gujarat,3,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382715,0,2,gujarat,gujarat,2,1,9,2025,gandhinagar
2025-09-01,gujarat,gandhinagar,382845,3,21,gujarat,gujarat,24,1,9,2025,gandhinagar
2025-09-01,gujarat,gir somnath,362265,0,9,gujarat,gujarat,9,1,9,2025,gir somnath
2025-09-01,gujarat,gir somnath,362550,3,7,gujarat,gujarat,10,1,9,2025,gir somnath
2025-09-01,gujarat,gir somnath,362560,9,38,gujarat,gujarat,47,1,9,2025,gir somnath
2025-09-01,gujarat,jamnagar,360515,0,10,gujarat,gujarat,10,1,9,2025,jamnagar
2025-09-01,gujarat,jamnagar,361013,0,2,gujarat,gujarat,2,1,9,2025,jamnagar
2025-09-01,gujarat,jamnagar,361162,0,4,gujarat,gujarat,4,1,9,2025,jamnagar
2025-09-01,gujarat,jamnagar,361250,1,6,gujarat,gujarat,7,1,9,2025,jamnagar
2025-09-01,gujarat,jamnagar,361305,1,13,gujarat,gujarat,14,1,9,2025,jamnagar
2025-09-01,gujarat,jamnagar,361315,0,26,gujarat,gujarat,26,1,9,2025,jamnagar
2025-09-01,gujarat,jamnagar,361335,3,12,gujarat,gujarat,15,1,9,2025,jamnagar
2025-09-01,gujarat,jamnagar,361347,0,4,gujarat,gujarat,4,1,9,2025,jamnagar
2025-09-01,gujarat,junagadh,362130,1,16,gujarat,gujarat,17,1,9,2025,junagadh
2025-09-01,gujarat,junagadh,362135,0,2,gujarat,gujarat,2,1,9,2025,junagadh
2025-09-01,gujarat,junagadh,362215,0,14,gujarat,gujarat,14,1,9,2025,junagadh
2025-09-01,gujarat,junagadh,362227,1,2,gujarat,gujarat,3,1,9,2025,junagadh
2025-09-01,gujarat,junagadh,362229,0,4,gujarat,gujarat,4,1,9,2025,junagadh
2025-09-01,gujarat,junagadh,362260,2,7,gujarat,gujarat,9,1,9,2025,junagadh
2025-09-01,gujarat,junagadh,362266,0,3,gujarat,gujarat,3,1,9,2025,junagadh
2025-09-01,gujarat,junagadh,362310,1,0,gujarat,gujarat,1,1,9,2025,junagadh
2025-09-01,gujarat,junagadh,362510,1,6,gujarat,gujarat,7,1,9,2025,junagadh
2025-09-01,gujarat,junagadh,362550,1,5,gujarat,gujarat,6,1,9,2025,junagadh
2025-09-01,gujarat,junagadh,362610,0,16,gujarat,gujarat,16,1,9,2025,junagadh
2025-09-01,gujarat,junagadh,362710,0,7,gujarat,gujarat,7,1,9,2025,junagadh
2025-09-01,gujarat,kachchh,370205,0,24,gujarat,gujarat,24,1,9,2025,kachchh
2025-09-01,gujarat,kachchh,370450,0,3,gujarat,gujarat,3,1,9,2025,kachchh
2025-09-01,gujarat,kachchh,370460,0,3,gujarat,gujarat,3,1,9,2025,kachchh
2025-09-01,gujarat,kachchh,370465,2,24,gujarat,gujarat,26,1,9,2025,kachchh
2025-09-01,gujarat,kachchh,370510,1,6,gujarat,gujarat,7,1,9,2025,kachchh
2025-09-01,gujarat,kachchh,370610,0,5,gujarat,gujarat,5,1,9,2025,kachchh
2025-09-01,gujarat,kheda,387110,0,3,gujarat,gujarat,3,1,9,2025,kheda
2025-09-01,gujarat,kheda,387120,0,14,gujarat,gujarat,14,1,9,2025,kheda
2025-09-01,gujarat,kheda,387305,0,7,gujarat,gujarat,7,1,9,2025,kheda
2025-09-01,gujarat,kheda,387335,2,12,gujarat,gujarat,14,1,9,2025,kheda
2025-09-01,gujarat,kheda,387370,0,6,gujarat,gujarat,6,1,9,2025,kheda
2025-09-01,gujarat,kheda,387411,1,3,gujarat,gujarat,4,1,9,2025,kheda
2025-09-01,gujarat,kheda,387430,2,13,gujarat,gujarat,15,1,9,2025,kheda
2025-09-01,gujarat,kheda,388235,0,11,gujarat,gujarat,11,1,9,2025,kheda
2025-09-01,gujarat,mahesana,382165,2,13,gujarat,gujarat,15,1,9,2025,mahesana
2025-09-01,gujarat,mahesana,382705,0,11,gujarat,gujarat,11,1,9,2025,mahesana
2025-09-01,gujarat,mahesana,382815,0,1,gujarat,gujarat,1,1,9,2025,mahesana
2025-09-01,gujarat,mahesana,384160,0,4,gujarat,gujarat,4,1,9,2025,mahesana
2025-09-01,gujarat,mahesana,384170,3,25,gujarat,gujarat,28,1,9,2025,mahesana
2025-09-01,gujarat,mahesana,384315,4,30,gujarat,gujarat,34,1,9,2025,mahesana
2025-09-01,gujarat,mahesana,384335,1,4,gujarat,gujarat,5,1,9,2025,mahesana
2025-09-01,gujarat,mahesana,384345,0,4,gujarat,gujarat,4,1,9,2025,mahesana
2025-09-01,gujarat,mahesana,384350,0,3,gujarat,gujarat,3,1,9,2025,mahesana
2025-09-01,gujarat,mahisagar,389110,0,3,gujarat,gujarat,3,1,9,2025,mahisagar
2025-09-01,gujarat,mahisagar,389190,0,4,gujarat,gujarat,4,1,9,2025,mahisagar
2025-09-01,gujarat,mahisagar,389232,0,2,gujarat,gujarat,2,1,9,2025,mahisagar
2025-09-01,gujarat,mahisagar,389260,0,7,gujarat,gujarat,7,1,9,2025,mahisagar
2025-09-01,gujarat,narmada,393140,0,11,gujarat,gujarat,11,1,9,2025,narmada
2025-09-01,gujarat,navsari,396325,0,4,gujarat,gujarat,4,1,9,2025,navsari
2025-09-01,gujarat,navsari,396424,0,4,gujarat,gujarat,4,1,9,2025,navsari
2025-09-01,gujarat,navsari,396433,1,6,gujarat,gujarat,7,1,9,2025,navsari
2025-09-01,gujarat,navsari,396460,0,2,gujarat,gujarat,2,1,9,2025,navsari
2025-09-01,gujarat,panch mahals,389230,0,1,gujarat,gujarat,1,1,9,2025,panch mahals
2025-09-01,gujarat,panchmahals,388713,0,4,gujarat,gujarat,4,1,9,2025,panchmahals
2025-09-01,gujarat,panchmahals,389115,4,21,gujarat,gujarat,25,1,9,2025,panchmahals
2025-09-01,gujarat,panchmahals,389172,1,3,gujarat,gujarat,4,1,9,2025,panchmahals
2025-09-01,gujarat,panchmahals,389250,0,3,gujarat,gujarat,3,1,9,2025,panchmahals
2025-09-01,gujarat,panchmahals,389260,0,10,gujarat,gujarat,10,1,9,2025,panchmahals
2025-09-01,gujarat,panchmahals,389365,2,17,gujarat,gujarat,19,1,9,2025,panchmahals
2025-09-01,gujarat,patan,384246,0,10,gujarat,gujarat,10,1,9,2025,patan
2025-09-01,gujarat,patan,385350,0,9,gujarat,gujarat,9,1,9,2025,patan
2025-09-01,gujarat,patan,385360,3,36,gujarat,gujarat,39,1,9,2025,patan
2025-09-01,gujarat,porbandar,360578,0,3,gujarat,gujarat,3,1,9,2025,porbandar
2025-09-01,gujarat,porbandar,360590,2,11,gujarat,gujarat,13,1,9,2025,porbandar
2025-09-01,gujarat,rajkot,360005,3,55,gujarat,gujarat,58,1,9,2025,rajkot
2025-09-01,gujarat,rajkot,360022,0,15,gujarat,gujarat,15,1,9,2025,rajkot
2025-09-01,gujarat,rajkot,360023,1,5,gujarat,gujarat,6,1,9,2025,rajkot
2025-09-01,gujarat,rajkot,360060,0,3,gujarat,gujarat,3,1,9,2025,rajkot
2025-09-01,gujarat,rajkot,360110,5,23,gujarat,gujarat,28,1,9,2025,rajkot
2025-09-01,gujarat,rajkot,360380,0,2,gujarat,gujarat,2,1,9,2025,rajkot
2025-09-01,gujarat,rajkot,360405,1,11,gujarat,gujarat,12,1,9,2025,rajkot
2025-09-01,gujarat,rajkot,360460,0,4,gujarat,gujarat,4,1,9,2025,rajkot
2025-09-01,gujarat,rajkot,363650,0,7,gujarat,gujarat,7,1,9,2025,rajkot
2025-09-01,gujarat,sabar kantha,383310,0,1,gujarat,gujarat,1,1,9,2025,sabar kantha
2025-09-01,gujarat,sabar kantha,383315,0,3,gujarat,gujarat,3,1,9,2025,sabar kantha
2025-09-01,gujarat,sabarkantha,383001,0,32,gujarat,gujarat,32,1,9,2025,sabarkantha
2025-09-01,gujarat,sabarkantha,383030,1,2,gujarat,gujarat,3,1,9,2025,sabarkantha
2025-09-01,gujarat,sabarkantha,383120,0,8,gujarat,gujarat,8,1,9,2025,sabarkantha
2025-09-01,gujarat,sabarkantha,383210,0,14,gujarat,gujarat,14,1,9,2025,sabarkantha
2025-09-01,gujarat,sabarkantha,383255,3,11,gujarat,gujarat,14,1,9,2025,sabarkantha
2025-09-01,gujarat,sabarkantha,383307,0,3,gujarat,gujarat,3,1,9,2025,sabarkantha
2025-09-01,gujarat,sabarkantha,383315,0,12,gujarat,gujarat,12,1,9,2025,sabarkantha
2025-09-01,gujarat,sabarkantha,383350,1,23,gujarat,gujarat,24,1,9,2025,sabarkantha
2025-09-01,gujarat,sabarkantha,383421,0,3,gujarat,gujarat,3,1,9,2025,sabarkantha
2025-09-01,gujarat,sabarkantha,383434,0,5,gujarat,gujarat,5,1,9,2025,sabarkantha
2025-09-01,gujarat,sabarkantha,383440,1,4,gujarat,gujarat,5,1,9,2025,sabarkantha
2025-09-01,gujarat,surat,394105,2,15,gujarat,gujarat,17,1,9,2025,surat
2025-09-01,gujarat,surat,394125,2,1,gujarat,gujarat,3,1,9,2025,surat
2025-09-01,gujarat,surat,394140,0,7,gujarat,gujarat,7,1,9,2025,surat
2025-09-01,gujarat,surat,394248,2,8,gujarat,gujarat,10,1,9,2025,surat
2025-09-01,gujarat,surat,394305,3,34,gujarat,gujarat,37,1,9,2025,surat
2025-09-01,gujarat,surat,394327,1,14,gujarat,gujarat,15,1,9,2025,surat
2025-09-01,gujarat,surat,394405,0,6,gujarat,gujarat,6,1,9,2025,surat
2025-09-01,gujarat,surat,394410,0,2,gujarat,gujarat,2,1,9,2025,surat
2025-09-01,gujarat,surat,394421,0,2,gujarat,gujarat,2,1,9,2025,surat
2025-09-01,gujarat,surat,394445,1,16,gujarat,gujarat,17,1,9,2025,surat
2025-09-01,gujarat,surat,394550,0,3,gujarat,gujarat,3,1,9,2025,surat
2025-09-01,gujarat,surat,394651,0,1,gujarat,gujarat,1,1,9,2025,surat
2025-09-01,gujarat,surat,395001,4,21,gujarat,gujarat,25,1,9,2025,surat
2025-09-01,gujarat,surat,395006,5,129,gujarat,gujarat,134,1,9,2025,surat
2025-09-01,gujarat,surat,395017,4,28,gujarat,gujarat,32,1,9,2025,surat
2025-09-01,gujarat,surendra nagar,360055,0,1,gujarat,gujarat,1,1,9,2025,surendra nagar
2025-09-01,gujarat,surendra nagar,363351,0,6,gujarat,gujarat,6,1,9,2025,surendra nagar
2025-09-01,gujarat,surendra nagar,382775,0,17,gujarat,gujarat,17,1,9,2025,surendra nagar
2025-09-01,gujarat,surendranagar,363002,0,1,gujarat,gujarat,1,1,9,2025,surendranagar
2025-09-01,gujarat,tapi,393050,0,1,gujarat,gujarat,1,1,9,2025,tapi
2025-09-01,gujarat,tapi,394250,0,1,gujarat,gujarat,1,1,9,2025,tapi
2025-09-01,gujarat,tapi,394680,0,5,gujarat,gujarat,5,1,9,2025,tapi
2025-09-01,gujarat,tapi,394690,0,8,gujarat,gujarat,8,1,9,2025,tapi
2025-09-01,gujarat,tapi,394716,0,4,gujarat,gujarat,4,1,9,2025,tapi
2025-09-01,gujarat,vadodara,390013,2,2,gujarat,gujarat,4,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,391156,0,1,gujarat,gujarat,1,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,391170,2,23,gujarat,gujarat,25,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,391240,2,29,gujarat,gujarat,31,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,391244,0,6,gujarat,gujarat,6,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,391250,0,9,gujarat,gujarat,9,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,391350,1,6,gujarat,gujarat,7,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,391440,4,48,gujarat,gujarat,52,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,391445,1,10,gujarat,gujarat,11,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,391750,0,1,gujarat,gujarat,1,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,391761,2,19,gujarat,gujarat,21,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,392220,0,3,gujarat,gujarat,3,1,9,2025,vadodara
2025-09-01,gujarat,vadodara,392310,0,2,gujarat,gujarat,2,1,9,2025,vadodara
2025-09-01,gujarat,valsad,396001,0,23,gujarat,gujarat,23,1,9,2025,valsad
2025-09-01,gujarat,valsad,396135,0,3,gujarat,gujarat,3,1,9,2025,valsad
2025-09-01,gujarat,valsad,396145,0,5,gujarat,gujarat,5,1,9,2025,valsad
2025-09-01,gujarat,valsad,396165,0,7,gujarat,gujarat,7,1,9,2025,valsad
2025-09-01,haryana,ambala,133006,1,0,haryana,haryana,1,1,9,2025,ambala
2025-09-01,haryana,ambala,133102,0,1,haryana,haryana,1,1,9,2025,ambala
2025-09-01,haryana,bhiwani,127026,0,2,haryana,haryana,2,1,9,2025,bhiwani
2025-09-01,haryana,bhiwani,127032,1,8,haryana,haryana,9,1,9,2025,bhiwani
2025-09-01,haryana,bhiwani,127041,0,3,haryana,haryana,3,1,9,2025,bhiwani
2025-09-01,haryana,bhiwani,127306,0,4,haryana,haryana,4,1,9,2025,bhiwani
2025-09-01,haryana,charkhi dadri,127308,2,9,haryana,haryana,11,1,9,2025,charkhi dadri
2025-09-01,haryana,charkhi dadri,127309,0,2,haryana,haryana,2,1,9,2025,charkhi dadri
2025-09-01,haryana,faridabad,121002,2,45,haryana,haryana,47,1,9,2025,faridabad
2025-09-01,haryana,faridabad,121010,1,15,haryana,haryana,16,1,9,2025,faridabad
2025-09-01,haryana,fatehabad,125112,0,1,haryana,haryana,1,1,9,2025,fatehabad
2025-09-01,haryana,gurgaon,122002,3,19,haryana,haryana,22,1,9,2025,gurgaon
2025-09-01,haryana,gurgaon,122015,0,7,haryana,haryana,7,1,9,2025,gurgaon
2025-09-01,haryana,gurgaon,122016,0,2,haryana,haryana,2,1,9,2025,gurgaon
2025-09-01,haryana,gurgaon,122103,3,35,haryana,haryana,38,1,9,2025,gurgaon
2025-09-01,haryana,gurgaon,122506,1,20,haryana,haryana,21,1,9,2025,gurgaon
2025-09-01,haryana,hisar,125006,0,3,haryana,haryana,3,1,9,2025,hisar
2025-09-01,haryana,hisar,125042,0,3,haryana,haryana,3,1,9,2025,hisar
2025-09-01,haryana,hisar,125052,4,25,haryana,haryana,29,1,9,2025,hisar
2025-09-01,haryana,jhajjar,124107,0,3,haryana,haryana,3,1,9,2025,jhajjar
2025-09-01,haryana,jhajjar,124501,0,1,haryana,haryana,1,1,9,2025,jhajjar
2025-09-01,haryana,jind,126102,7,45,haryana,haryana,52,1,9,2025,jind
2025-09-01,haryana,jind,126113,2,12,haryana,haryana,14,1,9,2025,jind
2025-09-01,haryana,jind,126116,9,49,haryana,haryana,58,1,9,2025,jind
2025-09-01,haryana,kaithal,136027,11,74,haryana,haryana,85,1,9,2025,kaithal
2025-09-01,haryana,kaithal,136034,3,14,haryana,haryana,17,1,9,2025,kaithal
2025-09-01,haryana,kaithal,136035,2,9,haryana,haryana,11,1,9,2025,kaithal
2025-09-01,haryana,karnal,132037,1,6,haryana,haryana,7,1,9,2025,karnal
2025-09-01,haryana,karnal,132040,0,4,haryana,haryana,4,1,9,2025,karnal
2025-09-01,haryana,karnal,132046,0,4,haryana,haryana,4,1,9,2025,karnal
2025-09-01,haryana,karnal,132117,1,3,haryana,haryana,4,1,9,2025,karnal
2025-09-01,haryana,kurukshetra,136020,0,3,haryana,haryana,3,1,9,2025,kurukshetra
2025-09-01,haryana,mahendragarh,123028,1,7,haryana,haryana,8,1,9,2025,mahendragarh
2025-09-01,haryana,mewat,122103,4,31,haryana,haryana,35,1,9,2025,mewat
2025-09-01,haryana,mewat,122105,10,101,haryana,haryana,111,1,9,2025,mewat
2025-09-01,haryana,palwal,121102,15,255,haryana,haryana,270,1,9,2025,palwal
2025-09-01,haryana,palwal,121103,11,77,haryana,haryana,88,1,9,2025,palwal
2025-09-01,haryana,palwal,121105,3,32,haryana,haryana,35,1,9,2025,palwal
2025-09-01,haryana,panchkula,133302,0,7,haryana,haryana,7,1,9,2025,panchkula
2025-09-01,haryana,panchkula,134112,1,4,haryana,haryana,5,1,9,2025,panchkula
2025-09-01,haryana,panchkula,134117,0,2,haryana,haryana,2,1,9,2025,panchkula
2025-09-01,haryana,panipat,132107,0,4,haryana,haryana,4,1,9,2025,panipat
2025-09-01,haryana,panipat,132122,1,2,haryana,haryana,3,1,9,2025,panipat
2025-09-01,haryana,rewari,123301,0,4,haryana,haryana,4,1,9,2025,rewari
2025-09-01,haryana,rewari,123411,4,16,haryana,haryana,20,1,9,2025,rewari
2025-09-01,haryana,rohtak,124113,0,4,haryana,haryana,4,1,9,2025,rohtak
2025-09-01,haryana,rohtak,124406,0,1,haryana,haryana,1,1,9,2025,rohtak
2025-09-01,haryana,rohtak,124501,1,7,haryana,haryana,8,1,9,2025,rohtak
2025-09-01,haryana,rohtak,124514,2,5,haryana,haryana,7,1,9,2025,rohtak
2025-09-01,haryana,sirsa,125076,1,11,haryana,haryana,12,1,9,2025,sirsa
2025-09-01,haryana,sonipat,131028,1,12,haryana,haryana,13,1,9,2025,sonipat
2025-09-01,haryana,sonipat,131403,1,8,haryana,haryana,9,1,9,2025,sonipat
2025-09-01,haryana,yamuna nagar,133103,0,3,haryana,haryana,3,1,9,2025,yamuna nagar
2025-09-01,haryana,yamuna nagar,133204,0,2,haryana,haryana,2,1,9,2025,yamuna nagar
2025-09-01,haryana,yamuna nagar,135021,0,8,haryana,haryana,8,1,9,2025,yamuna nagar
2025-09-01,haryana,yamuna nagar,135102,0,12,haryana,haryana,12,1,9,2025,yamuna nagar
2025-09-01,haryana,yamunanagar,135001,0,1,haryana,haryana,1,1,9,2025,yamunanagar
2025-09-01,himachal pradesh,bilaspur,174001,2,13,himachalpradesh,himachalpradesh,15,1,9,2025,bilaspur
2025-09-01,himachal pradesh,bilaspur,174002,0,2,himachalpradesh,himachalpradesh,2,1,9,2025,bilaspur
2025-09-01,himachal pradesh,bilaspur,174003,1,4,himachalpradesh,himachalpradesh,5,1,9,2025,bilaspur
2025-09-01,himachal pradesh,bilaspur,174030,0,3,himachalpradesh,himachalpradesh,3,1,9,2025,bilaspur
2025-09-01,himachal pradesh,bilaspur,174034,0,1,himachalpradesh,himachalpradesh,1,1,9,2025,bilaspur
2025-09-01,himachal pradesh,chamba,176302,0,34,himachalpradesh,himachalpradesh,34,1,9,2025,chamba
2025-09-01,himachal pradesh,chamba,176313,0,9,himachalpradesh,himachalpradesh,9,1,9,2025,chamba
2025-09-01,himachal pradesh,chamba,176320,0,22,himachalpradesh,himachalpradesh,22,1,9,2025,chamba
2025-09-01,himachal pradesh,hamirpur,174312,0,1,himachalpradesh,himachalpradesh,1,1,9,2025,hamirpur
2025-09-01,himachal pradesh,hamirpur,176043,0,1,himachalpradesh,himachalpradesh,1,1,9,2025,hamirpur
2025-09-01,himachal pradesh,hamirpur,176109,0,2,himachalpradesh,himachalpradesh,2,1,9,2025,hamirpur
2025-09-01,himachal pradesh,hamirpur,177022,1,0,himachalpradesh,himachalpradesh,1,1,9,2025,hamirpur
2025-09-01,himachal pradesh,hamirpur,177026,0,2,himachalpradesh,himachalpradesh,2,1,9,2025,hamirpur
2025-09-01,himachal pradesh,hamirpur,177028,0,1,himachalpradesh,himachalpradesh,1,1,9,2025,hamirpur
2025-09-01,himachal pradesh,hamirpur,177118,0,1,himachalpradesh,himachalpradesh,1,1,9,2025,hamirpur
2025-09-01,himachal pradesh,hamirpur,177501,1,2,himachalpradesh,himachalpradesh,3,1,9,2025,hamirpur
2025-09-01,himachal pradesh,kangra,176027,1,5,himachalpradesh,himachalpradesh,6,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176030,0,3,himachalpradesh,himachalpradesh,3,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176032,0,4,himachalpradesh,himachalpradesh,4,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176047,1,12,himachalpradesh,himachalpradesh,13,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176052,4,15,himachalpradesh,himachalpradesh,19,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176055,0,1,himachalpradesh,himachalpradesh,1,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176059,0,3,himachalpradesh,himachalpradesh,3,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176060,0,1,himachalpradesh,himachalpradesh,1,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176064,0,7,himachalpradesh,himachalpradesh,7,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176083,0,9,himachalpradesh,himachalpradesh,9,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176084,0,2,himachalpradesh,himachalpradesh,2,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176096,1,0,himachalpradesh,himachalpradesh,1,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176102,0,5,himachalpradesh,himachalpradesh,5,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176115,1,4,himachalpradesh,himachalpradesh,5,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176202,0,6,himachalpradesh,himachalpradesh,6,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176208,1,14,himachalpradesh,himachalpradesh,15,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176215,0,14,himachalpradesh,himachalpradesh,14,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176217,1,4,himachalpradesh,himachalpradesh,5,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,176219,0,10,himachalpradesh,himachalpradesh,10,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,177034,0,1,himachalpradesh,himachalpradesh,1,1,9,2025,kangra
2025-09-01,himachal pradesh,kangra,177101,2,5,himachalpradesh,himachalpradesh,7,1,9,2025,kangra
2025-09-01,himachal pradesh,kinnaur,172105,1,0,himachalpradesh,himachalpradesh,1,1,9,2025,kinnaur
2025-09-01,himachal pradesh,kullu,175105,0,2,himachalpradesh,himachalpradesh,2,1,9,2025,kullu
2025-09-01,himachal pradesh,kullu,175123,0,1,himachalpradesh,himachalpradesh,1,1,9,2025,kullu
2025-09-01,himachal pradesh,mandi,171303,0,2,himachalpradesh,himachalpradesh,2,1,9,2025,mandi
2025-09-01,himachal pradesh,mandi,174403,0,4,himachalpradesh,himachalpradesh,4,1,9,2025,mandi
2025-09-01,himachal pradesh,mandi,175005,0,3,himachalpradesh,himachalpradesh,3,1,9,2025,mandi
2025-09-01,himachal pradesh,mandi,175007,0,3,himachalpradesh,himachalpradesh,3,1,9,2025,mandi
2025-09-01,himachal pradesh,mandi,175013,0,2,himachalpradesh,himachalpradesh,2,1,9,2025,mandi
2025-09-01,himachal pradesh,mandi,175024,1,13,himachalpradesh,himachalpradesh,14,1,9,2025,mandi
